"x";"y";"z";"E";"n"
-12;-29;27;0;0
-12;-29;30;0;0
-12;-27;11;1;1
-12;-27;13;0;0
-12;-28;14;0;0
-12;-28;16;0;0
-12;-28;22;1;1
-12;-28;23;0;0
-12;-28;24;1;11
-12;-29;30;1;5
-12;-26;11;1;1
-12;-27;12;1;11
-12;-27;14;1;5
-12;-27;15;0;0
-12;-27;17;0;0
-12;-27;18;0;0
-12;-27;19;0;0
-13;-27;25;1;15
-13;-27;26;1;1
-13;-28;29;0;0
-13;-28;31;0;0
-13;-26;10;1;1
-13;-26;11;1;11
-13;-26;14;1;9
-13;-26;17;1;10
-13;-26;19;1;8
-13;-26;20;0;0
-13;-27;26;1;12
-13;-27;31;0;0
-13;-25;10;0;0
-13;-25;11;0;0
-13;-25;12;1;4
-13;-25;14;1;1
-13;-25;17;1;2
-13;-25;19;0;0
-13;-25;21;1;7
-13;-25;22;1;14
-14;-25;24;1;4
-14;-26;25;1;7
-14;-26;26;1;2
-14;-26;27;1;1
-14;-26;29;1;2
-14;-26;31;1;1
-14;-24;12;1;8
-14;-24;13;1;23
-14;-24;15;1;10
-14;-24;16;1;3
-14;-24;17;1;3
-14;-24;18;1;2
-14;-24;21;1;7
-14;-25;24;1;6
-14;-25;25;0;0
-14;-25;32;0;0
-14;-23;10;0;0
-14;-23;17;1;7
-14;-23;18;0;0
-15;-24;22;1;5
-15;-24;23;1;3
-15;-24;24;1;3
-15;-24;25;1;3
-15;-24;26;1;2
-15;-24;28;0;0
-15;-22;10;0;0
-15;-22;13;1;3
-15;-22;14;0;0
-15;-22;16;1;1
-15;-22;18;1;1
-15;-23;21;1;3
-15;-23;23;1;6
-15;-23;24;0;0
-15;-23;25;1;1
-15;-23;27;0;0
-15;-23;29;0;0
-15;-23;31;0;0
-15;-23;32;0;0
-15;-21;11;0;0
-15;-21;12;0;0
-15;-21;13;1;6
-15;-21;14;1;2
-15;-21;15;1;1
-15;-22;17;0;0
-15;-22;18;1;3
-15;-22;19;1;4
-16;-22;23;1;28
-16;-22;25;1;7
-16;-22;27;1;2
-16;-22;29;1;1
-16;-22;30;0;0
-16;-22;31;0;0
-16;-22;33;1;3
-16;-21;19;1;4
-16;-21;21;1;2
-17;-21;32;0;0
-17;-21;33;0;0
-17;-22;34;0;0
-16;-19;9;0;0
-16;-20;14;0;0
-16;-20;17;0;0
-16;-20;19;0;0
-17;-20;23;0;0
-17;-20;24;1;5
-17;-20;26;1;11
-17;-20;27;0;0
-17;-20;28;1;2
-17;-20;29;0;0
-17;-21;33;0;0
-17;-18;9;0;0
-17;-18;10;1;1
-17;-19;12;1;2
-17;-19;15;1;1
-17;-19;16;0;0
-17;-19;19;1;1
-17;-19;20;1;1
-17;-19;21;1;1
-17;-19;24;0;0
-17;-19;26;1;2
-17;-19;27;1;2
-17;-19;28;0;0
-18;-20;31;0;0
-18;-20;32;1;3
-18;-20;33;0;0
-18;-20;34;1;3
-17;-18;9;1;1
-17;-18;11;0;0
-17;-18;13;1;1
-17;-18;15;0;0
-17;-18;18;0;0
-18;-18;21;0;0
-18;-18;23;1;1
-18;-18;25;0;0
-18;-19;30;0;0
-18;-19;31;0;0
-18;-19;34;0;0
-18;-17;10;0;0
-18;-17;11;0;0
-18;-17;13;0;0
-18;-17;18;1;6
-18;-17;25;1;2
-18;-17;26;0;0
-18;-18;28;0;0
-19;-18;29;0;0
-19;-18;34;1;1
-18;-16;10;0;0
-18;-16;11;0;0
-18;-16;13;0;0
-18;-16;16;0;0
-18;-16;17;1;5
-18;-16;18;0;0
-19;-16;19;1;1
-19;-16;24;0;0
-19;-17;27;1;2
-19;-17;28;0;0
-19;-17;30;0;0
-19;-17;32;1;5
-19;-17;33;1;1
-19;-15;10;0;0
-19;-15;11;0;0
-19;-15;12;0;0
-19;-15;16;0;0
-19;-15;17;1;3
-19;-15;20;0;0
-19;-16;25;0;0
-19;-16;26;0;0
-19;-16;27;1;5
-20;-16;28;1;3
-20;-16;32;0;0
-20;-16;34;0;0
-19;-14;9;0;0
-19;-14;10;0;0
-19;-14;13;0;0
-19;-14;17;1;4
-20;-15;25;0;0
-20;-15;26;0;0
-20;-15;27;0;0
-20;-15;28;1;6
-20;-15;34;1;6
-20;-13;10;1;7
-20;-13;12;1;3
-20;-13;15;1;4
-20;-13;17;1;4
-20;-13;18;0;0
-20;-14;20;0;0
-20;-14;23;1;1
-20;-14;25;0;0
-20;-14;26;0;0
-21;-14;30;1;3
-21;-14;32;0;0
-21;-14;33;0;0
-21;-14;35;0;0
-21;-14;36;0;0
-20;-12;10;1;2
-20;-12;12;1;1
-20;-12;13;1;1
-20;-12;15;1;5
-20;-13;17;1;3
-21;-13;23;0;0
-21;-13;24;1;1
-21;-13;25;0;0
-21;-13;27;0;0
-21;-13;28;1;3
-21;-13;30;1;4
-21;-13;33;0;0
-22;-13;36;1;1
-21;-11;9;0;0
-21;-11;10;1;2
-21;-11;12;0;0
-21;-11;13;0;0
-21;-11;14;0;0
-21;-12;15;1;2
-21;-12;16;0;0
-21;-12;23;0;0
-21;-12;24;0;0
-22;-12;27;1;1
-22;-12;29;1;7
-22;-12;31;1;4
-22;-12;33;1;2
-22;-12;36;1;1
-21;-10;10;1;1
-21;-10;11;1;7
-21;-11;12;1;14
-21;-11;16;1;25
-21;-11;17;1;15
-22;-11;19;1;7
-22;-11;20;0;0
-22;-11;21;1;3
-22;-11;23;0;0
-22;-11;25;1;4
-22;-11;27;1;2
-22;-11;30;1;3
-22;-11;33;1;4
-23;-11;34;1;19
-23;-11;36;1;2
-4;-39;12;1;5
-4;-39;13;1;2
-4;-38;12;0;0
-4;-38;14;1;1
-4;-39;15;0;0
-5;-37;12;0;0
-5;-38;13;1;1
-5;-38;16;1;6
-5;-38;18;0;0
-5;-37;11;0;0
-5;-37;12;1;3
-5;-37;14;1;4
-5;-37;16;0;0
-5;-37;19;1;3
-6;-36;11;1;1
-6;-36;12;1;4
-6;-36;15;1;2
-6;-36;16;1;3
-6;-36;18;1;2
-6;-35;13;1;9
-6;-35;16;1;1
-6;-35;20;0;0
-6;-35;21;1;1
-7;-34;11;0;0
-7;-34;12;0;0
-7;-34;13;1;3
-7;-34;16;1;1
-7;-34;19;1;6
-7;-35;23;0;0
-7;-33;11;1;1
-7;-33;12;0;0
-7;-34;18;1;13
-7;-34;21;0;0
-7;-34;22;1;1
-7;-34;23;0;0
-8;-32;10;0;0
-8;-32;11;1;1
-8;-32;12;1;3
-8;-32;13;1;1
-8;-32;15;1;1
-8;-33;16;1;6
-8;-33;17;1;14
-8;-33;24;0;0
-8;-33;25;0;0
-8;-31;10;1;2
-8;-31;11;1;10
-8;-31;14;1;3
-8;-32;18;0;0
-8;-32;21;0;0
-8;-32;22;0;0
-9;-32;25;0;0
-9;-32;26;1;4
-9;-31;14;1;4
-9;-31;19;1;4
-9;-31;21;0;0
-9;-31;22;0;0
-9;-31;25;1;7
-9;-30;14;0;0
-9;-30;15;0;0
-9;-30;19;0;0
-9;-30;21;0;0
-9;-30;23;0;0
-10;-30;25;0;0
-10;-30;26;1;1
-10;-31;27;1;5
-10;-31;28;0;0
-10;-29;10;1;1
-10;-29;11;1;6
-10;-29;14;0;0
-10;-29;15;1;1
-10;-29;16;0;0
-10;-29;19;1;3
-10;-30;25;0;0
-10;-30;26;0;0
-10;-30;29;0;0
-10;-28;10;1;1
-10;-28;18;1;2
-10;-28;19;1;1
-10;-28;21;0;0
-10;-28;22;1;3
-11;-29;26;0;0
-11;-29;28;0;0
-11;-29;29;0;0
-11;-27;14;1;1
-11;-27;17;1;9
-11;-27;18;1;1
-11;-27;19;1;2
-11;-28;23;0;0
-11;-28;25;0;0
-11;-28;26;1;1
-11;-28;30;1;3
-11;-26;10;1;3
-11;-26;11;1;19
-11;-26;12;1;4
-11;-26;13;1;2
-11;-26;15;0;0
-11;-26;19;1;9
-11;-27;21;0;0
-12;-27;28;1;2
-12;-25;11;1;24
-12;-25;13;1;2
-12;-26;19;1;4
-12;-26;20;1;1
-12;-26;22;0;0
-12;-26;24;0;0
-12;-26;25;1;1
-12;-26;27;1;13
-12;-26;29;1;1
-12;-26;32;0;0
-12;-24;12;0;0
-12;-24;14;1;2
-12;-25;16;1;1
-12;-25;17;1;2
-13;-25;20;0;0
-13;-25;21;0;0
-13;-25;22;1;2
-13;-25;23;0;0
-13;-25;24;1;1
-13;-25;26;1;8
-13;-26;32;0;0
-13;-23;10;0;0
-13;-23;11;1;5
-13;-23;12;1;12
-13;-23;13;1;1
-13;-24;15;0;0
-13;-24;16;1;1
-13;-24;19;0;0
-13;-24;20;1;3
-13;-24;24;1;1
-13;-24;26;1;5
-13;-24;29;0;0
-13;-25;31;1;3
-13;-25;32;1;1
-13;-22;10;1;1
-13;-23;13;1;13
-13;-23;14;1;5
-13;-23;15;0;0
-13;-23;17;1;3
-13;-23;18;1;3
-14;-23;20;1;1
-14;-23;22;1;6
-14;-23;24;1;30
-14;-24;29;0;0
-14;-24;30;0;0
-14;-24;32;1;3
-14;-24;33;0;0
-14;-21;9;1;2
-14;-22;10;0;0
-14;-22;12;1;8
-14;-22;14;1;9
-14;-22;17;1;11
-14;-22;18;1;1
-14;-22;21;0;0
-14;-22;23;1;2
-14;-22;24;1;20
-14;-22;26;1;6
-14;-23;30;0;0
-15;-23;31;1;1
-15;-23;33;1;1
-15;-23;34;0;0
-14;-21;10;0;0
-14;-21;15;0;0
-14;-21;17;1;3
-15;-21;20;1;3
-15;-21;22;1;6
-15;-21;23;1;4
-15;-21;24;1;7
-15;-22;26;1;9
-15;-22;30;1;1
-15;-22;32;0;0
-15;-22;34;1;1
-15;-20;9;0;0
-15;-20;11;0;0
-15;-20;12;1;2
-15;-20;13;0;0
-15;-20;16;0;0
-15;-20;19;0;0
-15;-20;21;1;7
-15;-20;22;1;25
-15;-20;23;1;10
-15;-21;27;1;4
-16;-21;32;0;0
-16;-21;34;1;1
-15;-19;11;0;0
-15;-19;12;0;0
-15;-19;17;1;1
-16;-19;18;1;2
-16;-19;19;0;0
-16;-20;22;1;8
-16;-20;23;1;3
-16;-20;25;1;2
-16;-20;29;1;1
-16;-20;32;1;1
-16;-20;33;1;2
-16;-20;34;1;4
-16;-18;9;0;0
-16;-18;11;0;0
-16;-18;12;0;0
-16;-18;14;0;0
-16;-18;16;0;0
-16;-18;18;0;0
-16;-19;21;1;1
-16;-19;22;0;0
-16;-19;24;1;3
-16;-19;26;1;10
-17;-19;28;0;0
-17;-19;30;1;3
-17;-19;31;1;2
-17;-19;32;1;3
-17;-19;33;0;0
-16;-17;9;1;2
-16;-17;10;0;0
-16;-17;11;0;0
-16;-17;12;1;1
-16;-17;13;1;2
-16;-17;16;0;0
-17;-17;17;1;3
-17;-18;20;0;0
-17;-18;22;0;0
-17;-18;24;0;0
-17;-18;27;1;8
-17;-18;29;0;0
-17;-18;32;1;3
-17;-16;9;1;4
-17;-16;11;0;0
-17;-16;12;0;0
-17;-17;20;0;0
-17;-17;23;0;0
-17;-17;25;0;0
-18;-17;27;1;3
-18;-17;28;0;0
-18;-17;29;1;1
-18;-17;32;1;1
-18;-17;33;1;1
-18;-17;34;1;1
-18;-17;35;1;1
-18;-17;36;0;0
-18;-16;17;1;22
-18;-16;19;1;2
-18;-16;22;0;0
-18;-16;23;1;2
-18;-16;25;0;0
-18;-16;26;1;1
-18;-16;31;1;3
-18;-16;32;1;2
-18;-16;33;1;1
-18;-14;9;1;1
-18;-14;10;0;0
-18;-15;12;0;0
-18;-15;14;0;0
-18;-15;15;1;4
-18;-15;18;0;0
-18;-15;20;0;0
-18;-15;23;1;2
-19;-15;25;0;0
-19;-15;31;1;2
-19;-15;32;0;0
-19;-15;33;0;0
-19;-16;34;0;0
-19;-16;35;1;4
-19;-16;36;1;1
-18;-13;9;0;0
-18;-14;10;0;0
-18;-14;14;1;2
-19;-14;19;0;0
-19;-14;20;0;0
-19;-14;23;1;5
-19;-14;24;0;0
-19;-14;25;1;1
-19;-14;28;0;0
-19;-14;32;1;1
-19;-13;10;1;4
-19;-13;12;1;1
-19;-13;13;1;1
-19;-13;14;0;0
-19;-13;15;1;8
-19;-13;16;1;8
-19;-13;17;0;0
-19;-13;20;0;0
-19;-13;22;0;0
-19;-13;23;1;10
-19;-13;24;0;0
-20;-13;26;0;0
-20;-13;28;1;10
-20;-13;30;0;0
-20;-14;31;1;5
-20;-14;33;0;0
-20;-14;34;0;0
-19;-12;8;1;11
-19;-12;10;1;8
-19;-12;13;0;0
-19;-12;14;0;0
-20;-12;21;1;2
-20;-12;23;1;1
-20;-12;24;0;0
-20;-12;25;0;0
-20;-12;26;0;0
-20;-12;27;0;0
-20;-12;29;1;8
-20;-13;31;0;0
-21;-13;33;0;0
-21;-13;34;0;0
-21;-13;35;0;0
-20;-11;8;0;0
-20;-11;9;1;2
-20;-11;10;1;1
-20;-11;11;0;0
-20;-11;12;0;0
-20;-11;15;1;3
-20;-11;18;1;4
-20;-11;21;1;1
-20;-11;23;0;0
-21;-11;24;0;0
-21;-11;25;0;0
-21;-11;27;0;0
-21;-12;28;0;0
-21;-12;29;1;3
-21;-12;30;1;8
-21;-12;33;1;1
-21;-12;36;1;3
-20;-10;8;1;3
-20;-10;12;1;2
-20;-10;13;1;7
-20;-10;14;1;17
-21;-10;15;1;9
-21;-10;16;1;7
-21;-10;23;1;6
-21;-11;28;1;3
-21;-11;29;1;7
-22;-11;32;1;1
-22;-11;35;1;20
-22;-11;36;1;3
-3;-39;14;0;0
-3;-39;15;1;1
-3;-38;12;0;0
-3;-38;16;1;2
-4;-37;14;0;0
-4;-37;16;0;0
-4;-37;18;1;3
-4;-37;19;1;5
-4;-36;11;0;0
-4;-36;15;1;8
-5;-35;13;1;1
-5;-35;14;1;1
-5;-35;15;1;5
-5;-36;18;1;16
-5;-36;20;1;14
-5;-36;21;1;7
-5;-36;22;1;2
-5;-35;14;0;0
-5;-35;16;1;6
-5;-35;21;1;5
-5;-35;22;1;2
-5;-35;23;1;1
-6;-33;10;0;0
-6;-33;11;1;1
-6;-34;12;1;2
-6;-34;14;1;5
-6;-34;16;1;3
-6;-34;23;0;0
-6;-34;24;0;0
-6;-33;11;0;0
-6;-33;13;1;2
-6;-33;18;1;11
-6;-33;19;0;0
-6;-33;21;1;4
-7;-34;25;1;7
-7;-32;11;0;0
-7;-32;18;1;3
-7;-32;19;0;0
-7;-32;22;1;1
-7;-33;23;1;1
-7;-33;24;1;1
-7;-33;26;1;9
-7;-31;11;1;1
-7;-31;12;1;21
-7;-31;13;1;9
-7;-31;16;1;3
-7;-31;18;1;3
-7;-31;18;1;1
-8;-32;24;1;3
-8;-30;12;1;18
-8;-30;14;1;8
-8;-30;19;1;1
-8;-31;21;0;0
-8;-31;22;0;0
-8;-31;25;0;0
-8;-31;27;1;8
-8;-29;10;0;0
-8;-29;12;1;2
-8;-29;13;1;1
-8;-29;15;0;0
-8;-29;18;1;12
-9;-30;21;1;6
-9;-30;23;0;0
-9;-30;24;0;0
-9;-30;26;1;1
-9;-30;28;1;2
-9;-30;30;1;1
-9;-28;11;1;7
-9;-28;16;0;0
-9;-29;18;1;5
-9;-29;21;1;13
-9;-29;22;1;1
-9;-29;24;0;0
-9;-29;25;0;0
-9;-29;28;1;6
-9;-29;30;1;1
-9;-29;31;0;0
-9;-27;10;1;5
-9;-27;12;1;5
-9;-27;14;0;0
-9;-28;15;0;0
-10;-28;21;0;0
-10;-28;22;1;3
-10;-28;23;0;0
-10;-28;24;0;0
-10;-28;28;0;0
-10;-28;29;1;1
-10;-29;31;0;0
-10;-26;10;1;37
-10;-26;11;1;2
-10;-27;14;0;0
-10;-27;16;0;0
-10;-27;18;1;1
-10;-27;19;1;1
-10;-27;21;0;0
-10;-27;24;0;0
-10;-27;25;1;1
-10;-27;26;0;0
-10;-27;28;0;0
-10;-28;31;1;7
-10;-28;32;0;0
-10;-25;10;1;55
-10;-26;12;1;10
-10;-26;15;1;3
-10;-26;16;1;1
-10;-26;17;0;0
-11;-26;19;1;2
-11;-26;24;1;1
-11;-27;30;1;4
-11;-25;10;1;3
-11;-25;12;1;1
-11;-25;13;0;0
-11;-25;14;1;2
-11;-25;15;1;2
-11;-25;17;1;12
-11;-25;19;0;0
-11;-25;20;1;3
-11;-25;22;0;0
-11;-25;25;1;4
-11;-24;14;1;13
-11;-24;16;1;10
-12;-24;18;0;0
-12;-24;22;1;2
-12;-25;27;0;0
-12;-25;29;1;10
-12;-25;30;0;0
-12;-25;32;1;5
-12;-25;33;0;0
-12;-25;34;0;0
-12;-23;9;1;5
-12;-23;10;1;1
-12;-23;11;1;4
-12;-23;12;1;2
-12;-23;17;1;1
-12;-23;18;1;2
-12;-23;19;0;0
-12;-23;20;1;2
-12;-24;22;1;5
-12;-24;24;1;6
-12;-24;27;1;5
-12;-24;29;0;0
-13;-24;31;1;1
-13;-24;32;1;5
-13;-24;33;1;1
-13;-24;34;0;0
-12;-22;11;0;0
-12;-22;12;0;0
-12;-22;14;1;7
-13;-22;19;1;1
-13;-23;20;0;0
-13;-23;21;0;0
-13;-23;22;1;1
-13;-23;25;0;0
-13;-23;26;1;4
-13;-23;30;0;0
-13;-23;31;0;0
-13;-21;9;1;2
-13;-21;11;1;2
-13;-21;12;0;0
-13;-21;13;0;0
-13;-21;15;1;10
-13;-22;20;1;1
-13;-22;21;1;5
-13;-22;22;0;0
-13;-22;24;1;6
-13;-22;25;1;3
-13;-22;27;1;7
-14;-22;29;0;0
-14;-22;30;0;0
-14;-22;32;0;0
-14;-23;35;1;1
-13;-20;12;0;0
-13;-20;13;0;0
-13;-20;14;1;13
-13;-20;15;1;7
-14;-20;16;1;9
-14;-21;17;0;0
-14;-21;22;0;0
-14;-21;23;1;1
-14;-21;26;1;14
-14;-21;27;1;9
-14;-21;28;1;2
-14;-21;29;1;11
-14;-21;32;0;0
-14;-21;33;1;1
-14;-22;34;0;0
-14;-19;9;1;1
-14;-19;10;0;0
-14;-19;12;1;3
-14;-19;13;1;1
-14;-19;14;1;1
-14;-20;18;0;0
-14;-20;19;0;0
-14;-20;20;1;1
-14;-20;23;1;1
-14;-20;25;1;1
-15;-21;36;0;0
-14;-18;9;0;0
-14;-18;10;0;0
-14;-18;12;0;0
-15;-19;15;0;0
-15;-19;16;1;1
-15;-19;19;0;0
-15;-19;20;0;0
-15;-19;22;1;50
-15;-19;24;0;0
-15;-19;26;1;9
-15;-20;31;1;2
-15;-20;32;0;0
-15;-20;33;1;4
-15;-20;34;0;0
-15;-20;35;0;0
-15;-20;36;0;0
-15;-17;9;0;0
-15;-18;13;0;0
-15;-18;21;1;23
-15;-18;23;1;2
-15;-18;25;1;1
-16;-19;29;0;0
-16;-19;32;1;1
-16;-19;34;0;0
-16;-19;36;0;0
-15;-17;10;0;0
-15;-17;12;0;0
-16;-17;16;1;12
-16;-17;17;1;6
-16;-17;19;1;8
-16;-17;22;1;1
-16;-17;24;1;1
-16;-17;27;1;12
-16;-18;31;0;0
-16;-18;32;1;1
-17;-18;35;0;0
-16;-16;10;0;0
-16;-16;11;1;4
-16;-16;12;1;2
-16;-16;17;1;5
-16;-16;21;0;0
-16;-16;22;0;0
-17;-17;26;1;9
-17;-17;27;1;5
-17;-17;31;0;0
-17;-17;32;1;1
-17;-17;33;0;0
-17;-17;36;0;0
-17;-17;37;0;0
-16;-15;10;0;0
-17;-15;16;1;3
-17;-15;17;1;2
-17;-15;18;1;1
-17;-15;19;0;0
-17;-16;24;1;1
-17;-16;26;1;3
-17;-16;30;1;4
-18;-16;35;0;0
-17;-14;11;0;0
-17;-14;15;1;3
-17;-14;17;0;0
-17;-14;18;0;0
-17;-14;20;1;2
-17;-14;21;1;3
-17;-14;22;1;9
-18;-15;24;1;2
-18;-15;28;1;7
-18;-15;31;0;0
-18;-15;32;1;4
-18;-15;35;1;2
-18;-15;36;1;1
-17;-13;10;0;0
-17;-13;11;1;4
-17;-13;12;1;6
-17;-13;13;1;7
-18;-13;18;0;0
-18;-14;23;1;4
-18;-14;24;1;4
-18;-14;25;1;4
-18;-14;30;1;2
-18;-12;10;1;1
-18;-12;14;0;0
-18;-12;15;0;0
-18;-12;16;1;5
-18;-12;17;1;1
-18;-12;18;0;0
-18;-13;20;0;0
-19;-13;22;0;0
-19;-13;27;1;2
-19;-13;28;0;0
-19;-13;29;0;0
-19;-13;30;1;3
-19;-13;33;0;0
-19;-13;34;0;0
-19;-13;35;0;0
-18;-11;10;1;1
-19;-11;14;0;0
-19;-11;15;1;5
-19;-12;16;1;8
-19;-12;18;1;2
-19;-12;21;1;5
-19;-12;25;0;0
-19;-12;26;0;0
-19;-12;28;1;1
-20;-12;31;1;1
-19;-11;15;1;4
-19;-11;17;1;6
-19;-11;18;0;0
-19;-11;19;1;2
-19;-11;20;1;2
-20;-11;23;1;2
-20;-11;24;1;1
-20;-11;28;0;0
-20;-11;29;1;2
-20;-11;30;1;8
-20;-11;32;0;0
-20;-11;33;1;1
-20;-11;36;0;0
-20;-11;37;0;0
-19;-10;11;0;0
-20;-10;13;1;11
-20;-10;14;1;12
-20;-10;16;1;2
-20;-10;17;1;9
-20;-10;22;0;0
-20;-10;25;0;0
-20;-10;27;0;0
-21;-10;31;1;9
-21;-10;32;1;13
-21;-10;33;1;13
-21;-10;35;1;8
-1;-40;12;1;3
-1;-40;13;1;3
-1;-39;13;1;5
-2;-38;11;0;0
-2;-38;13;1;3
-2;-39;16;0;0
-2;-39;17;0;0
-2;-37;12;0;0
-2;-38;17;0;0
-3;-36;11;0;0
-3;-37;12;0;0
-3;-37;15;0;0
-3;-37;19;1;3
-3;-37;20;1;10
-3;-36;13;0;0
-3;-36;15;1;4
-3;-36;16;0;0
-3;-36;18;1;1
-4;-36;19;1;1
-4;-36;21;1;30
-4;-36;22;1;11
-4;-35;12;0;0
-4;-35;14;0;0
-4;-35;16;1;5
-4;-35;18;1;1
-4;-35;19;1;9
-4;-35;21;1;6
-4;-35;22;1;17
-4;-34;12;0;0
-4;-34;13;0;0
-4;-34;16;0;0
-4;-34;17;1;3
-5;-34;18;0;0
-5;-34;19;0;0
-5;-34;20;0;0
-5;-35;22;1;13
-5;-35;23;1;1
-5;-33;11;1;8
-5;-33;12;0;0
-5;-33;14;0;0
-5;-34;19;1;5
-5;-34;23;0;0
-5;-34;25;0;0
-5;-32;10;1;2
-5;-32;11;1;5
-5;-32;12;1;1
-5;-32;15;0;0
-6;-32;16;1;8
-6;-32;17;1;10
-6;-33;19;0;0
-6;-33;20;0;0
-6;-33;21;1;3
-6;-31;15;1;10
-6;-32;17;1;5
-6;-32;19;0;0
-6;-32;21;1;8
-6;-32;23;1;2
-6;-32;25;1;3
-6;-32;26;0;0
-6;-30;13;1;18
-6;-30;14;1;20
-6;-31;15;1;8
-7;-31;17;1;8
-7;-31;21;0;0
-7;-31;24;0;0
-7;-31;25;1;4
-7;-31;29;1;2
-7;-29;11;1;5
-7;-30;13;1;16
-7;-30;17;1;3
-7;-30;18;1;3
-7;-30;19;0;0
-7;-30;20;1;5
-7;-30;23;1;2
-7;-30;25;0;0
-7;-30;26;0;0
-7;-31;28;1;1
-7;-31;30;0;0
-7;-29;12;1;6
-7;-29;15;0;0
-8;-29;17;1;7
-8;-29;18;1;12
-8;-29;19;1;1
-8;-29;23;1;3
-8;-29;24;0;0
-8;-29;25;0;0
-8;-30;27;0;0
-8;-30;29;0;0
-8;-30;31;0;0
-8;-28;11;1;5
-8;-28;15;0;0
-8;-28;19;1;5
-8;-28;20;1;12
-8;-29;24;1;2
-8;-29;26;0;0
-8;-29;27;0;0
-8;-29;29;0;0
-8;-27;11;0;0
-8;-27;12;1;3
-8;-27;14;1;2
-9;-27;15;0;0
-9;-27;17;1;3
-9;-27;19;1;1
-9;-27;20;1;1
-9;-28;25;0;0
-9;-28;27;0;0
-9;-28;30;1;4
-9;-28;31;0;0
-9;-28;32;1;7
-9;-26;12;1;3
-9;-26;14;1;1
-9;-26;15;1;1
-9;-26;18;0;0
-9;-27;26;0;0
-9;-27;29;0;0
-9;-27;32;0;0
-10;-27;33;1;11
-9;-25;10;1;72
-9;-25;11;1;10
-9;-25;12;1;2
-9;-25;13;0;0
-10;-25;18;1;1
-10;-26;20;0;0
-10;-26;25;0;0
-10;-26;27;0;0
-10;-26;29;0;0
-10;-26;30;1;6
-10;-26;32;1;11
-10;-24;10;1;26
-10;-24;12;0;0
-10;-24;13;0;0
-10;-24;15;1;3
-10;-25;18;0;0
-10;-25;21;1;5
-10;-25;22;0;0
-10;-25;24;1;1
-10;-25;26;1;1
-10;-25;27;0;0
-10;-25;28;0;0
-10;-25;29;0;0
-11;-25;31;1;9
-10;-23;12;0;0
-11;-23;15;1;3
-11;-24;16;1;15
-11;-24;17;1;4
-11;-24;18;1;1
-11;-24;24;1;1
-11;-24;27;1;2
-11;-24;29;1;2
-11;-24;30;1;7
-11;-25;32;1;15
-11;-25;33;1;15
-11;-25;34;1;4
-11;-22;9;0;0
-11;-22;10;0;0
-11;-22;11;0;0
-11;-23;14;1;18
-11;-23;16;1;8
-11;-23;18;0;0
-11;-23;19;1;2
-11;-23;21;1;1
-11;-23;22;1;5
-11;-23;24;1;1
-11;-23;25;0;0
-12;-23;28;1;4
-12;-23;29;1;4
-12;-24;30;1;4
-12;-24;32;1;5
-11;-21;10;0;0
-11;-21;11;0;0
-12;-22;13;0;0
-12;-22;14;1;5
-12;-22;15;0;0
-12;-22;17;0;0
-12;-22;18;0;0
-12;-22;20;0;0
-12;-22;21;0;0
-12;-22;23;0;0
-12;-22;24;1;1
-12;-22;25;1;1
-12;-22;26;0;0
-12;-23;29;1;7
-12;-23;30;1;14
-12;-20;9;0;0
-12;-21;15;0;0
-12;-21;16;1;4
-12;-21;17;1;1
-12;-21;20;1;10
-12;-21;21;1;5
-12;-21;23;1;3
-13;-21;26;0;0
-13;-22;29;1;14
-13;-22;30;1;2
-13;-22;32;1;2
-13;-22;33;1;9
-13;-22;36;0;0
-12;-20;9;0;0
-12;-20;10;0;0
-12;-20;12;0;0
-13;-20;15;1;4
-13;-20;16;1;13
-13;-20;17;0;0
-13;-20;22;0;0
-13;-20;24;1;1
-13;-21;30;1;4
-13;-21;31;1;3
-13;-19;9;1;6
-13;-19;10;1;2
-13;-19;12;0;0
-13;-19;13;1;1
-13;-19;15;1;4
-13;-19;18;0;0
-13;-19;19;0;0
-13;-19;21;1;6
-14;-20;25;1;4
-14;-20;27;1;15
-14;-20;28;1;19
-14;-20;30;1;1
-14;-20;32;1;3
-14;-20;35;0;0
-13;-18;9;0;0
-13;-18;10;0;0
-13;-18;11;0;0
-14;-18;14;1;2
-14;-18;16;1;2
-14;-18;17;0;0
-14;-19;23;0;0
-14;-19;24;1;1
-14;-19;25;1;2
-14;-19;27;1;15
-14;-19;28;1;5
-14;-19;30;1;1
-14;-19;32;0;0
-14;-19;33;1;2
-15;-19;35;0;0
-14;-17;9;0;0
-14;-17;10;1;2
-14;-17;11;1;1
-14;-17;13;1;4
-14;-17;16;1;9
-14;-17;17;1;4
-14;-17;19;0;0
-14;-18;21;1;10
-15;-18;23;0;0
-15;-18;27;1;13
-15;-18;28;1;6
-15;-18;34;0;0
-15;-18;35;0;0
-15;-18;36;0;0
-15;-16;12;1;3
-15;-17;19;1;1
-15;-17;21;1;27
-15;-17;22;1;12
-15;-17;27;1;9
-15;-17;28;1;7
-15;-17;30;0;0
-15;-17;32;0;0
-16;-17;36;0;0
-15;-15;11;0;0
-15;-15;12;1;1
-15;-15;14;0;0
-15;-15;15;1;2
-15;-16;17;1;7
-15;-16;19;0;0
-16;-16;22;0;0
-16;-16;25;1;1
-16;-16;27;1;4
-16;-16;28;1;8
-16;-16;30;0;0
-16;-16;32;0;0
-16;-16;33;0;0
-16;-16;34;0;0
-16;-17;37;0;0
