"x";"y";"z";"E";"n"
1;-35;21;1;5
1;-35;23;1;2
0;-34;11;0;0
0;-34;12;0;0
0;-34;14;1;3
0;-34;17;1;2
0;-34;22;0;0
0;-34;23;1;2
0;-35;25;1;9
0;-33;10;0;0
0;-33;13;0;0
0;-33;15;0;0
0;-33;17;0;0
0;-33;18;1;1
0;-33;19;1;5
0;-34;23;1;8
0;-34;24;1;8
0;-34;26;0;0
0;-34;27;1;2
-1;-32;11;1;8
-1;-32;13;0;0
-1;-32;15;1;1
-1;-32;17;0;0
-1;-32;18;0;0
-1;-32;20;1;9
-1;-33;21;1;4
-1;-33;25;0;0
-1;-33;25;0;0
-1;-33;26;0;0
-1;-33;27;1;1
-1;-31;15;1;1
-1;-31;16;0;0
-1;-31;17;0;0
-1;-31;18;0;0
-1;-32;21;1;29
-1;-32;24;1;5
-2;-32;27;0;0
-2;-30;15;1;1
-2;-30;16;0;0
-2;-31;18;0;0
-2;-31;20;1;3
-2;-31;25;0;0
-2;-31;27;0;0
-2;-31;28;0;0
-2;-31;29;1;2
-2;-29;10;0;0
-2;-29;11;1;6
-2;-29;12;1;5
-2;-30;16;0;0
-2;-30;17;0;0
-2;-30;18;0;0
-2;-30;20;1;5
-2;-30;23;1;5
-3;-30;27;0;0
-3;-30;29;1;3
-3;-28;10;1;2
-3;-28;11;1;6
-3;-28;12;1;2
-3;-28;13;0;0
-3;-29;15;0;0
-3;-29;16;0;0
-3;-29;17;1;6
-3;-29;19;1;3
-3;-29;20;1;5
-3;-29;21;1;18
-3;-29;22;1;9
-3;-29;24;1;12
-3;-29;25;1;5
-3;-29;26;1;3
-3;-29;27;0;0
-3;-30;29;1;1
-3;-30;30;1;1
-3;-27;10;1;2
-3;-28;15;1;2
-3;-28;16;1;4
-3;-28;19;1;5
-3;-28;20;1;3
-4;-28;22;1;8
-4;-28;23;1;1
-4;-29;29;0;0
-4;-29;30;0;0
-4;-29;31;0;0
-4;-26;9;0;0
-4;-27;12;0;0
-4;-27;13;0;0
-4;-27;15;1;7
-4;-27;18;1;2
-4;-27;24;1;3
-4;-28;25;1;1
-4;-28;27;1;2
-4;-28;33;0;0
-4;-26;11;1;5
-4;-26;12;1;10
-4;-26;13;1;10
-4;-26;14;1;9
-4;-26;15;1;27
-4;-26;17;1;8
-4;-26;18;1;2
-5;-26;19;1;2
-5;-27;28;0;0
-5;-27;29;0;0
-5;-27;30;1;1
-5;-27;31;0;0
-5;-27;33;0;0
-5;-27;34;1;8
-5;-25;9;1;2
-5;-25;10;1;5
-5;-25;11;1;3
-5;-25;15;0;0
-5;-25;16;1;2
-5;-25;17;0;0
-5;-25;19;0;0
-5;-26;22;0;0
-5;-26;23;0;0
-5;-26;24;0;0
-5;-26;25;1;1
-5;-26;28;0;0
-5;-26;29;0;0
-5;-26;35;1;2
-5;-24;12;0;0
-5;-24;14;1;2
-6;-25;25;1;4
-6;-25;26;1;2
-6;-25;27;1;1
-6;-25;28;1;3
-6;-25;30;0;0
-6;-25;31;0;0
-6;-25;32;1;4
-6;-25;33;0;0
-6;-26;34;1;13
-6;-23;9;1;27
-6;-23;11;0;0
-6;-24;23;1;1
-6;-24;24;0;0
-6;-24;25;1;1
-6;-24;28;1;1
-6;-24;29;0;0
-6;-25;33;0;0
-6;-25;34;1;10
-6;-25;36;0;0
-6;-22;10;1;3
-6;-22;15;0;0
-7;-23;18;0;0
-7;-23;19;0;0
-7;-23;20;1;1
-7;-23;21;0;0
-7;-23;23;0;0
-7;-23;25;1;6
-7;-23;27;0;0
-7;-23;30;0;0
-7;-24;31;1;2
-7;-24;33;1;3
-7;-24;34;0;0
-7;-24;36;0;0
-7;-21;9;0;0
-7;-22;16;0;0
-7;-22;20;1;3
-7;-22;22;1;2
-7;-22;24;0;0
-7;-22;25;0;0
-7;-22;26;0;0
-7;-23;29;1;1
-7;-23;30;0;0
-7;-23;31;0;0
-7;-23;32;1;1
-7;-21;12;0;0
-7;-21;14;0;0
-8;-21;18;0;0
-8;-21;19;0;0
-8;-21;20;0;0
-8;-21;21;0;0
-8;-21;23;0;0
-8;-21;24;0;0
-8;-21;25;0;0
-8;-22;28;0;0
-8;-22;29;0;0
-8;-22;31;1;1
-8;-22;32;1;1
-8;-22;36;0;0
-8;-20;12;1;1
-8;-20;13;0;0
-8;-20;15;0;0
-8;-20;17;0;0
-8;-20;19;0;0
-8;-20;21;0;0
-8;-20;23;0;0
-8;-20;24;0;0
-8;-21;26;0;0
-8;-21;27;0;0
-8;-21;28;1;3
-8;-21;29;0;0
-8;-21;30;1;4
-9;-21;31;1;3
-9;-21;33;1;8
-9;-21;36;1;1
-9;-21;38;1;12
-9;-19;14;0;0
-9;-19;16;0;0
-9;-19;18;1;2
-9;-19;19;0;0
-9;-19;21;0;0
-9;-19;23;0;0
-9;-19;24;0;0
-9;-20;26;1;1
-9;-20;32;1;1
-9;-20;34;1;3
-9;-20;35;0;0
-9;-20;36;1;1
-9;-18;15;0;0
-9;-18;18;1;2
-9;-18;19;1;1
-9;-18;21;1;1
-9;-18;22;0;0
-9;-19;23;0;0
-9;-19;27;0;0
-10;-19;29;0;0
-10;-19;32;1;5
-10;-19;36;0;0
-10;-17;20;1;2
-10;-18;21;0;0
-10;-18;25;1;6
-10;-18;29;0;0
-10;-18;33;1;2
-10;-19;38;1;8
-10;-16;18;1;1
-10;-17;20;1;1
-10;-17;22;1;1
-10;-17;24;1;2
-11;-17;26;0;0
-11;-17;34;1;5
-11;-17;35;1;32
-11;-17;36;1;14
-11;-18;39;1;2
-11;-16;18;1;1
-11;-16;19;1;1
-11;-16;21;0;0
-11;-16;22;1;1
-11;-16;23;1;2
-11;-16;24;1;3
-11;-16;26;0;0
-11;-16;29;1;1
-11;-16;30;1;6
-11;-16;33;1;23
-11;-16;34;1;6
-12;-17;37;1;21
-12;-17;38;1;46
-11;-15;20;1;1
-11;-15;21;0;0
-12;-15;26;0;0
-12;-15;27;0;0
-12;-15;29;0;0
-12;-15;32;1;1
-12;-16;36;1;9
-12;-16;37;1;15
-12;-16;38;1;33
-12;-16;39;1;21
-12;-14;22;1;6
-12;-14;24;1;7
-12;-14;25;0;0
-12;-14;31;0;0
-12;-14;32;0;0
-13;-15;35;1;4
-13;-15;38;1;1
-12;-13;19;1;1
-13;-13;22;1;3
-13;-13;23;1;3
-13;-13;24;0;0
-13;-13;26;1;10
-13;-13;27;1;24
-13;-13;29;1;4
-13;-13;30;0;0
-13;-13;31;0;0
-13;-14;32;1;3
-13;-14;33;1;1
-13;-14;34;0;0
-13;-14;35;1;2
-13;-14;36;1;2
-13;-14;40;1;2
-13;-12;19;0;0
-13;-12;20;1;1
-13;-12;21;1;5
-13;-12;22;0;0
-13;-12;24;0;0
-13;-12;25;1;3
-13;-12;28;1;6
-13;-12;30;1;1
-14;-13;31;1;3
-14;-13;32;1;4
-14;-13;33;1;1
-14;-13;34;0;0
-14;-13;36;1;2
-14;-13;38;1;10
-14;-11;23;1;4
-14;-11;25;0;0
-14;-11;26;1;9
-14;-12;33;1;2
-14;-12;34;1;6
-14;-12;35;1;8
-14;-12;36;1;3
-14;-12;38;1;4
-14;-10;20;0;0
-14;-10;22;1;6
-14;-10;23;1;4
-14;-10;24;1;6
-14;-10;27;0;0
-14;-11;28;1;2
-15;-11;32;0;0
-15;-11;33;0;0
-15;-11;34;1;2
-15;-11;36;1;4
-15;-11;37;1;1
-15;-11;39;1;1
-15;-9;21;0;0
-15;-9;22;1;4
-15;-9;24;1;2
-15;-9;26;0;0
-15;-9;27;0;0
-15;-10;28;1;1
-15;-10;29;1;3
-15;-10;30;0;0
-15;-10;32;0;0
-15;-10;32;0;0
-15;-10;36;1;9
-16;-10;37;1;2
-16;-10;38;1;21
-16;-10;39;1;18
-16;-10;40;1;1
-15;-8;21;1;3
-15;-9;27;0;0
-15;-9;28;0;0
-16;-9;30;0;0
-16;-9;31;0;0
-16;-9;32;1;2
-16;-9;33;1;1
-16;-9;34;1;1
-16;-9;34;1;7
-16;-9;38;1;4
-16;-7;24;0;0
-16;-8;26;1;16
-16;-8;27;1;19
-16;-8;29;1;9
-16;-8;33;1;21
-17;-8;35;1;9
-17;-8;39;0;0
-17;-8;40;0;0
2;-35;10;1;1
2;-35;12;0;0
2;-35;13;1;6
2;-35;17;1;2
2;-35;19;1;4
2;-34;10;1;1
2;-34;12;0;0
2;-34;13;1;1
2;-34;16;0;0
2;-35;18;1;8
1;-35;19;1;1
1;-35;20;0;0
1;-35;25;1;19
1;-33;15;0;0
1;-34;18;1;2
1;-34;21;0;0
1;-34;22;1;1
1;-32;15;0;0
1;-33;16;0;0
0;-33;17;0;0
0;-33;18;0;0
0;-33;20;0;0
0;-33;21;0;0
0;-33;23;1;2
0;-33;24;1;31
0;-31;12;1;2
0;-32;14;1;2
0;-32;19;1;8
0;-32;20;1;3
0;-32;23;1;2
0;-32;26;1;11
0;-33;29;0;0
0;-31;12;0;0
-1;-31;18;0;0
-1;-31;21;1;1
-1;-31;22;1;1
-1;-31;23;1;8
-1;-31;24;1;9
-1;-31;25;1;11
-1;-32;29;1;1
-1;-30;12;0;0
-1;-30;13;0;0
-1;-30;15;0;0
-1;-30;18;0;0
-1;-30;21;1;4
-1;-30;22;1;7
-1;-31;27;0;0
-1;-31;31;1;6
-1;-29;10;1;3
-1;-29;12;0;0
-1;-29;13;0;0
-2;-29;15;0;0
-2;-29;18;0;0
-2;-29;21;0;0
-2;-29;22;1;1
-2;-30;23;1;9
-2;-30;25;0;0
-2;-30;27;0;0
-2;-30;30;1;4
-2;-30;31;1;5
-2;-28;11;1;12
-2;-28;13;0;0
-2;-28;14;0;0
-2;-28;16;1;3
-2;-28;17;0;0
-2;-28;19;0;0
-2;-29;22;1;3
-2;-29;23;1;6
-2;-29;24;1;7
-2;-29;25;1;11
-2;-29;29;1;1
-2;-29;30;0;0
-2;-29;33;1;2
-2;-27;9;0;0
-2;-27;13;1;1
-3;-27;14;1;2
-3;-27;17;1;4
-3;-28;19;1;1
-3;-28;21;1;4
-3;-28;29;1;2
-3;-28;32;0;0
-3;-26;10;1;2
-3;-26;11;1;2
-3;-26;15;1;2
-3;-27;20;0;0
-3;-27;22;0;0
-3;-27;25;1;7
-3;-27;26;1;7
-3;-27;27;1;7
-3;-27;28;1;1
-3;-28;32;0;0
-3;-25;9;1;6
-3;-25;11;1;18
-4;-25;13;1;1
-4;-25;14;1;1
-4;-26;15;0;0
-4;-26;19;0;0
-4;-26;21;1;5
-4;-26;24;0;0
-4;-26;25;1;3
-4;-26;26;0;0
-4;-26;27;1;4
-4;-26;28;1;5
-4;-26;29;1;3
-4;-27;32;0;0
-4;-27;35;1;9
-4;-24;9;1;4
-4;-24;12;1;3
-4;-24;13;0;0
-4;-25;14;0;0
-4;-25;20;1;8
-4;-25;21;1;6
-4;-25;22;0;0
-4;-25;25;0;0
-4;-25;27;1;1
-4;-26;28;1;3
-4;-26;29;1;5
-4;-26;30;1;2
-4;-26;31;0;0
-4;-26;32;1;2
-4;-23;11;0;0
-5;-24;14;0;0
-5;-24;18;1;11
-5;-24;19;1;6
-5;-24;20;1;1
-5;-24;22;1;1
-5;-24;23;0;0
-5;-24;24;0;0
-5;-25;27;0;0
-5;-25;28;1;1
-5;-25;32;0;0
-5;-22;9;1;80
-5;-23;10;1;9
-5;-23;11;1;8
-5;-23;12;1;3
-5;-23;13;1;15
-5;-23;19;0;0
-5;-23;23;0;0
-5;-24;25;1;1
-5;-24;29;1;1
-5;-24;30;0;0
-5;-24;34;1;6
-6;-24;36;0;0
-5;-22;10;1;17
-6;-22;16;0;0
-6;-22;17;0;0
-6;-22;20;0;0
-6;-23;26;0;0
-6;-23;27;0;0
-6;-23;31;0;0
-6;-23;33;0;0
-6;-23;34;0;0
-6;-23;35;0;0
-6;-23;36;1;2
-6;-23;37;0;0
-6;-21;11;1;2
-6;-21;12;0;0
-6;-21;15;0;0
-6;-21;16;1;1
-6;-21;19;1;1
-6;-22;21;0;0
-6;-22;22;0;0
-6;-22;23;0;0
-6;-22;25;0;0
-6;-22;26;0;0
-7;-22;32;1;8
-7;-22;34;0;0
-7;-22;35;1;6
-7;-23;37;1;2
-7;-20;13;0;0
-7;-20;14;1;5
-7;-20;16;0;0
-7;-21;20;0;0
-7;-21;23;0;0
-7;-21;24;0;0
-7;-21;25;0;0
-7;-21;28;0;0
-7;-21;29;0;0
-7;-21;30;1;1
-7;-21;31;0;0
-7;-21;32;1;3
-7;-22;37;0;0
-7;-22;38;1;8
-7;-19;14;1;1
-7;-19;17;0;0
-7;-20;18;1;11
-7;-20;21;0;0
-7;-20;22;1;2
-7;-20;25;0;0
-7;-20;27;0;0
-8;-21;34;0;0
-8;-21;35;1;2
-8;-21;37;0;0
-8;-19;18;1;2
-8;-19;22;0;0
-8;-19;24;0;0
-8;-19;25;0;0
-8;-19;27;0;0
-8;-19;29;0;0
-8;-19;30;0;0
-8;-19;31;1;1
-8;-20;32;1;4
-8;-20;33;1;2
-8;-20;35;1;1
-8;-20;37;0;0
-8;-18;16;1;1
-8;-18;17;1;1
-8;-18;20;0;0
-8;-18;21;0;0
-8;-18;22;0;0
-8;-18;23;1;2
-9;-18;25;0;0
-9;-18;26;1;1
-9;-18;27;0;0
-9;-18;28;0;0
-9;-19;31;1;2
-9;-19;32;0;0
-9;-19;34;1;1
-9;-19;35;1;1
-9;-19;37;0;0
-9;-19;38;1;2
-9;-19;39;1;13
-9;-17;19;0;0
-9;-17;20;0;0
-9;-17;21;0;0
-9;-17;23;0;0
-9;-17;24;1;9
-9;-17;25;1;7
-9;-17;26;1;4
-9;-17;27;0;0
-9;-17;28;0;0
-9;-18;29;0;0
-9;-18;30;0;0
-9;-18;31;1;1
-9;-18;34;0;0
-9;-18;36;1;10
-9;-18;37;0;0
-10;-18;38;1;13
-10;-18;39;1;17
-9;-16;19;0;0
-9;-16;21;1;2
-10;-16;24;1;2
-10;-16;25;0;0
-10;-16;26;1;3
-10;-17;28;0;0
-10;-17;31;0;0
-10;-17;35;1;2
-10;-17;36;0;0
-10;-17;39;1;6
-10;-15;20;0;0
-10;-15;21;0;0
-10;-15;23;0;0
-10;-15;24;0;0
-10;-15;25;0;0
-10;-16;28;0;0
-10;-16;29;1;5
-10;-16;32;0;0
-11;-16;34;1;3
-11;-16;39;1;25
-10;-14;18;1;1
-10;-14;19;0;0
-11;-14;22;1;1
-11;-15;26;0;0
-11;-15;27;1;3
-11;-15;30;0;0
-11;-15;31;0;0
-11;-15;33;1;5
-11;-15;34;1;1
-11;-13;20;1;1
-11;-13;22;1;10
-11;-13;23;1;1
-11;-14;24;0;0
-11;-14;27;0;0
-11;-14;27;0;0
-11;-14;28;1;5
-12;-14;33;1;5
-12;-14;35;1;3
-11;-12;20;1;5
-12;-12;21;1;1
-12;-13;23;0;0
-12;-13;24;1;4
-12;-13;27;0;0
-12;-13;29;1;3
-12;-13;32;1;1
-12;-13;33;1;2
-12;-13;34;1;1
-12;-13;37;1;1
-12;-11;20;1;2
-12;-12;21;1;7
-12;-12;25;1;2
-12;-12;29;1;3
-13;-12;37;1;7
-13;-12;40;0;0
-13;-11;21;1;1
-13;-11;23;0;0
-13;-11;27;1;3
-13;-11;28;1;18
-13;-11;29;1;8
-13;-11;30;0;0
-13;-11;32;1;1
-13;-11;34;0;0
-13;-11;36;1;3
-14;-12;40;1;1
-13;-10;22;1;2
-13;-10;23;1;1
-13;-10;24;0;0
-13;-10;26;0;0
-14;-10;29;0;0
-14;-10;30;0;0
-14;-10;32;0;0
-14;-10;35;1;4
-14;-10;36;1;1
-14;-10;38;0;0
-14;-10;39;1;4
-14;-11;40;0;0
-14;-11;41;0;0
-14;-9;22;1;1
-14;-9;23;0;0
-14;-9;25;1;1
-14;-9;28;1;1
-14;-9;29;1;2
-14;-9;31;0;0
-14;-9;32;0;0
-14;-9;33;0;0
-14;-9;35;0;0
-15;-9;37;0;0
-15;-9;38;1;3
-15;-10;39;0;0
-15;-10;40;0;0
-15;-10;41;1;1
-15;-10;42;0;0
-14;-8;21;0;0
-14;-8;23;1;1
-14;-8;26;1;1
-15;-8;28;1;2
-15;-8;30;0;0
-15;-8;32;0;0
-15;-8;33;1;1
-15;-8;35;1;3
-15;-9;39;1;1
-15;-9;40;0;0
-15;-9;41;0;0
-15;-9;42;1;1
-15;-7;21;0;0
-15;-7;22;1;3
-15;-7;27;1;40
-15;-7;29;1;5
-15;-7;30;1;8
-15;-7;31;0;0
-15;-7;32;1;1
-16;-7;34;1;13
-16;-7;35;1;14
-16;-7;37;1;13
-16;-8;42;1;3
2;-33;10;0;0
2;-34;15;0;0
2;-34;19;1;1
2;-34;20;1;2
2;-34;23;1;1
2;-35;25;1;7
2;-35;26;1;1
2;-33;21;0;0
2;-34;23;1;3
2;-34;24;1;2
2;-34;25;1;2
1;-32;11;1;4
1;-32;12;0;0
1;-32;13;1;1
1;-32;16;0;0
1;-32;18;1;1
1;-32;21;1;2
1;-32;22;0;0
1;-33;27;0;0
1;-33;29;1;4
1;-31;12;0;0
1;-31;14;1;1
1;-31;17;1;1
1;-32;23;1;1
1;-32;26;1;14
1;-32;27;1;6
1;-32;28;1;2
0;-30;10;0;0
0;-30;12;0;0
0;-30;15;0;0
0;-30;17;0;0
0;-30;18;1;3
0;-31;23;1;3
0;-31;24;1;25
0;-31;25;1;32
0;-31;26;1;6
0;-31;27;1;3
0;-31;30;0;0
0;-29;12;0;0
0;-29;13;1;1
0;-29;16;0;0
0;-30;18;1;5
0;-30;24;1;26
0;-30;25;1;5
0;-30;26;1;7
0;-30;29;0;0
0;-31;32;1;8
-1;-29;16;0;0
-1;-29;17;0;0
-1;-29;18;1;5
-1;-29;21;0;0
-1;-29;22;0;0
-1;-29;23;1;2
-1;-29;26;1;4
-1;-29;27;1;6
-1;-29;28;1;6
-1;-30;32;1;10
-1;-27;11;1;11
-1;-27;12;1;1
-1;-28;13;0;0
-1;-28;17;0;0
-1;-28;21;1;1
-1;-28;22;1;3
-1;-28;24;1;1
-1;-28;26;1;6
-1;-29;28;1;6
-1;-29;29;1;1
-1;-29;31;1;20
-2;-26;10;0;0
-2;-26;11;0;0
-2;-27;12;0;0
-2;-27;14;1;4
-2;-27;18;1;9
-2;-27;22;1;6
-2;-28;30;1;5
-2;-26;10;1;1
-2;-26;12;1;2
-2;-26;13;1;3
-2;-26;14;1;1
-2;-26;15;1;2
-2;-26;19;0;0
-2;-26;21;1;4
-2;-26;22;1;2
-2;-27;24;0;0
-2;-27;25;0;0
-2;-27;26;0;0
-2;-27;29;1;8
-2;-27;30;1;11
-2;-27;32;0;0
-2;-27;33;1;6
-3;-25;9;1;2
-3;-25;11;1;18
-3;-25;13;0;0
-3;-25;20;0;0
-3;-25;21;1;2
-3;-26;22;1;2
-3;-26;23;0;0
-3;-26;25;0;0
-3;-26;26;1;1
-3;-26;27;1;1
-3;-26;29;1;9
-3;-26;32;0;0
-3;-26;35;1;2
-3;-24;10;1;4
-3;-24;11;1;1
-3;-24;12;0;0
-3;-24;14;1;1
-3;-24;16;0;0
-3;-24;17;0;0
-3;-25;21;1;19
-3;-25;26;0;0
-3;-25;28;1;6
-3;-25;32;0;0
-3;-26;35;0;0
-3;-26;36;1;4
-4;-23;10;1;1
-4;-23;15;0;0
-4;-23;17;0;0
-4;-24;19;1;1
-4;-24;26;0;0
-4;-24;30;1;5
-4;-25;34;1;2
-4;-25;36;0;0
-4;-22;10;1;20
-4;-22;11;1;21
-4;-22;12;1;30
-4;-22;13;1;4
-4;-22;15;1;3
-4;-23;18;1;3
-4;-23;20;1;1
-4;-23;22;0;0
-4;-23;23;1;1
-4;-23;24;1;5
-4;-23;31;1;17
-5;-24;32;1;4
-5;-24;34;1;2
-5;-24;37;1;3
-5;-21;11;1;4
-5;-21;12;0;0
-5;-21;13;0;0
-5;-21;14;1;3
-5;-22;15;0;0
-5;-22;16;1;3
-5;-22;17;0;0
-5;-22;19;0;0
-5;-22;24;0;0
-5;-22;25;0;0
-5;-22;28;0;0
-5;-23;30;0;0
-5;-23;33;0;0
-5;-23;34;0;0
-5;-20;13;0;0
-5;-21;15;1;8
-5;-21;16;0;0
-5;-21;18;1;2
-5;-21;19;0;0
-5;-21;20;0;0
-5;-21;22;0;0
-5;-21;23;0;0
-5;-21;27;0;0
-6;-22;28;0;0
-6;-22;30;0;0
-6;-22;32;1;2
-6;-22;34;0;0
-6;-22;35;0;0
-6;-22;36;1;1
-6;-20;15;1;2
-6;-20;23;0;0
-6;-20;24;0;0
-6;-21;27;0;0
-6;-21;29;0;0
-6;-21;30;0;0
-6;-21;32;1;1
-6;-21;33;1;1
-6;-21;36;1;2
-6;-19;15;0;0
-6;-19;18;1;1
-6;-19;19;0;0
-6;-19;20;0;0
-6;-19;23;0;0
-7;-20;26;0;0
-7;-20;28;0;0
-7;-20;30;0;0
-7;-20;31;0;0
-7;-20;34;1;1
-7;-20;35;1;1
-7;-20;37;1;1
-7;-20;38;0;0
-7;-20;39;1;8
-7;-18;16;0;0
-7;-18;17;0;0
-7;-18;18;0;0
-7;-18;19;0;0
-7;-18;20;0;0
-7;-19;25;0;0
-7;-19;28;0;0
-7;-19;31;0;0
-7;-19;32;0;0
-7;-19;37;1;2
-7;-19;38;1;1
-7;-17;17;0;0
-7;-17;19;1;1
-8;-18;23;0;0
-8;-18;25;1;1
-8;-18;28;0;0
-8;-18;29;0;0
-8;-18;32;1;1
-8;-18;34;1;2
-8;-18;36;1;6
-8;-18;37;0;0
-8;-19;38;0;0
-8;-16;18;1;4
-8;-16;19;1;1
-8;-17;21;0;0
-8;-17;32;1;1
-9;-18;36;1;1
-9;-18;37;1;9
-9;-18;38;1;5
-9;-18;39;0;0
-9;-18;40;0;0
-8;-16;19;0;0
-9;-16;20;0;0
-9;-16;25;0;0
-9;-16;26;0;0
-9;-16;27;1;2
-9;-16;33;0;0
-9;-17;35;1;2
-9;-17;37;1;1
-9;-17;38;1;4
-9;-17;40;1;4
-9;-15;22;1;1
-9;-15;23;0;0
-9;-15;24;0;0
-9;-15;25;0;0
-9;-15;29;1;3
-9;-15;30;0;0
-9;-15;31;0;0
-10;-15;32;1;1
-10;-16;38;1;7
-10;-16;39;1;6
-10;-16;40;1;4
-10;-14;20;0;0
-10;-14;22;1;2
-10;-14;25;0;0
-10;-14;26;0;0
-10;-14;27;0;0
-10;-14;30;0;0
-10;-14;33;1;2
-10;-15;34;1;1
-10;-15;37;1;1
-10;-15;38;0;0
-10;-15;40;1;1
-10;-13;23;0;0
-10;-13;25;0;0
-10;-13;26;0;0
-10;-13;27;0;0
-10;-13;28;0;0
-10;-13;29;0;0
-11;-13;30;1;3
-11;-13;32;1;4
-11;-14;33;1;3
-11;-14;36;1;2
-11;-14;37;1;1
-11;-14;38;1;2
-11;-14;39;1;7
-11;-12;24;1;4
-11;-12;25;1;3
-11;-12;26;0;0
-11;-12;27;0;0
-11;-12;29;0;0
-11;-13;32;1;1
-11;-13;36;1;11
-11;-13;37;0;0
-11;-13;38;1;1
-12;-13;39;1;4
-12;-13;40;1;2
-12;-13;41;0;0
-12;-13;42;0;0
-11;-11;21;1;2
-11;-11;25;1;2
-11;-11;26;0;0
-11;-11;27;1;1
-12;-11;29;1;2
-12;-12;31;1;1
-12;-12;32;1;4
-12;-12;33;1;3
-12;-12;34;1;3
-12;-12;37;0;0
-12;-12;39;0;0
-12;-12;42;0;0
-12;-10;22;0;0
-12;-10;23;1;2
-12;-10;27;1;1
-12;-11;29;1;1
-12;-11;30;1;1
-12;-11;31;1;2
-12;-11;32;1;1
-13;-11;36;0;0
-13;-11;37;0;0
-13;-11;39;1;2
-13;-11;40;0;0
-13;-11;41;1;1
-13;-11;42;0;0
-12;-9;24;1;1
-12;-9;25;1;3
-13;-9;26;0;0
-13;-9;27;1;2
-13;-10;30;0;0
-13;-10;31;0;0
-13;-10;33;1;2
-13;-10;37;0;0
-13;-10;40;0;0
-13;-9;32;1;1
-14;-9;34;0;0
-14;-9;35;1;4
-14;-9;37;0;0
-14;-9;40;0;0
-14;-9;42;0;0
-14;-7;24;1;17
-14;-8;27;1;7
-14;-8;28;1;11
-14;-8;30;1;3
-14;-8;31;0;0
-14;-8;32;0;0
-14;-8;36;1;4
-14;-8;37;1;3
-14;-8;38;0;0
-14;-8;39;0;0
-14;-8;40;0;0
-15;-8;41;0;0
-14;-6;22;1;9
-14;-7;24;1;2
-14;-7;28;1;55
-15;-7;35;1;4
-15;-7;36;1;10
-15;-7;37;1;13
-15;-7;38;0;0
-15;-7;39;0;0
-15;-7;40;0;0
-15;-7;41;1;2
2;-31;12;1;3
2;-31;13;0;0
2;-32;16;0;0
2;-32;21;0;0
2;-32;22;1;1
2;-32;27;0;0
2;-33;30;1;2
2;-30;11;0;0
2;-30;12;0;0
2;-31;13;1;3
2;-31;17;1;1
2;-31;18;0;0
2;-31;19;1;2
2;-31;20;0;0
2;-31;27;1;2
2;-32;29;1;1
1;-29;10;1;2
1;-30;13;1;8
1;-30;16;1;3
1;-30;17;1;5
1;-30;19;0;0
1;-30;20;1;2
1;-30;25;1;10
1;-31;26;0;0
1;-31;29;1;1
1;-31;30;1;1
1;-29;12;0;0
1;-29;13;0;0
1;-29;16;0;0
1;-29;19;1;10
1;-29;20;0;0
1;-29;22;0;0
1;-30;29;1;2
1;-30;30;0;0
1;-30;31;1;5
0;-28;11;1;1
0;-28;12;0;0
0;-28;14;0;0
0;-28;18;1;1
0;-28;19;1;9
0;-28;20;0;0
0;-29;23;1;7
0;-29;26;1;2
0;-29;27;0;0
0;-29;28;0;0
0;-29;29;1;2
0;-29;30;0;0
0;-29;32;1;3
0;-29;33;1;1
0;-27;9;1;19
0;-27;18;1;16
0;-27;19;1;3
0;-28;20;1;1
0;-28;21;0;0
0;-28;24;1;3
0;-28;26;1;7
0;-28;29;0;0
0;-28;31;0;0
0;-28;32;1;8
0;-28;33;1;9
-1;-26;9;1;1
-1;-26;11;1;5
-1;-26;15;1;2
-1;-26;16;0;0
-1;-26;18;1;17
-1;-27;20;1;1
-1;-27;22;0;0
-1;-27;23;1;1
-1;-27;25;0;0
-1;-27;27;0;0
-1;-27;29;1;4
-1;-27;32;1;3
-1;-25;9;0;0
-1;-25;12;1;13
-1;-25;15;0;0
-1;-25;16;0;0
-1;-26;20;1;3
-1;-26;21;1;2
-1;-26;28;0;0
-1;-27;31;0;0
-1;-27;33;1;4
-1;-27;34;1;7
-2;-24;9;1;1
-2;-24;10;0;0
-2;-24;11;1;1
-2;-25;15;0;0
-2;-25;16;0;0
-2;-25;17;1;1
-2;-25;22;1;2
-2;-25;23;1;3
-2;-25;25;0;0
-2;-25;26;0;0
-2;-26;29;1;11
-2;-26;31;0;0
-2;-26;32;1;1
-2;-26;35;1;5
-2;-26;36;1;4
-2;-23;10;0;0
-2;-23;12;0;0
-2;-24;13;0;0
-2;-24;14;0;0
-2;-24;17;0;0
-2;-24;18;0;0
-2;-24;21;1;2
-2;-24;24;1;3
-2;-25;28;1;17
-2;-25;29;1;4
-2;-25;30;1;2
-2;-25;32;1;7
-3;-25;33;0;0
-3;-23;11;0;0
-3;-23;12;1;6
-3;-23;18;0;0
-3;-23;19;1;3
-3;-23;23;1;1
-3;-23;24;1;1
-3;-24;27;0;0
-3;-24;29;1;1
-3;-24;31;1;1
-3;-24;32;0;0
-3;-22;12;1;12
-3;-22;18;1;2
-3;-22;20;1;5
-3;-22;22;0;0
-3;-23;26;0;0
-4;-23;28;0;0
-4;-23;32;1;1
-4;-23;33;0;0
-4;-23;34;0;0
-4;-23;35;0;0
-4;-23;37;1;3
-4;-21;13;1;1
-4;-21;16;0;0
-4;-21;17;0;0
-4;-21;21;1;1
-4;-22;25;0;0
-4;-22;27;0;0
-4;-22;28;0;0
-4;-22;29;0;0
